,400001,400001.1,0.0
2230,400664,401167,9806.0
2231,400664,401391,9923.1
2232,400664,401495,8158.7
2233,400664,401555,8124.1
2234,400664,401809,9315.4
2235,400664,401890,11365.7
2236,400664,401908,10219.9
2237,400664,401957,5582.1
2238,400664,401958,5595.6
2239,400664,402056,9179.4
2240,400664,402057,8329.1
2241,400664,402059,7792.3
2242,400664,402359,9429.1
2243,400664,402361,10397.4
2244,400664,402362,13634.7
2245,400664,403401,8146.5
2246,400664,404370,8933.9
2247,400664,404453,4317.3
2248,400664,404461,4304.3
2249,400664,405613,8661.6
2250,400664,405701,9919.0
2251,400664,407172,10626.1
2252,400664,407173,10671.6
2253,400664,409524,9303.4
2254,400664,409525,11120.1
2255,400664,409528,11107.2
2256,400664,414694,8902.3
2257,400665,400030,9082.9
2258,400665,400045,8602.4
2259,400665,400065,8185.7
2260,400665,400122,8923.9
2261,400665,400258,9046.1
2262,400665,400665,0.0
2263,400665,400709,9328.1
2264,400665,400714,10188.3
2265,400665,400799,2857.1
2266,400665,400953,3277.1
2267,400665,401167,7496.8
2268,400665,401391,7128.4
2269,400665,401400,10091.7
2270,400665,401403,588.6
2271,400665,401440,9404.5
2272,400665,401541,9379.3
2273,400665,401655,1071.0
2274,400665,401808,1200.1
2275,400665,401809,6520.7
2276,400665,401810,3599.3
2277,400665,401942,4887.2
2278,400665,402056,7113.1
2279,400665,402057,6262.8
2280,400665,403401,9770.4
2281,400665,403402,2374.8
2282,400665,404453,9968.8
2283,400665,404461,9955.8
2284,400665,404759,8269.6
2285,400665,405701,7609.9
2286,400665,407165,8199.1
2287,400665,407172,7831.4
2288,400665,407173,7876.9
2289,400665,407176,10104.9
2290,400665,407177,10314.4
2291,400665,407179,11361.9
2292,400665,407180,11959.0
2293,400665,407181,12942.9
2294,400665,407710,8879.5
2295,400665,413877,5080.6
2296,400665,413878,4032.9
2297,400665,414284,4757.9
2298,400665,414694,6593.1
2299,400668,400227,7401.9
2300,400668,400246,10746.1
2301,400668,400353,9625.0
2302,400668,400400,1794.0
2303,400668,400668,0.0
2304,400668,400760,6256.3
2305,400668,400804,2681.6
2306,400668,400863,4932.7
2307,400668,400911,5430.4
2308,400668,400965,2622.3
2309,400668,400996,619.0
2310,400668,401890,1648.7
2311,400668,401908,2794.5
2312,400668,401994,10407.6
2313,400668,402359,3585.3
2314,400668,402361,2617.0
2315,400668,402362,620.3
2316,400668,402364,4048.6
2317,400668,402366,11406.9
2318,400668,404521,9447.8
2319,400668,404753,3475.5
2320,400673,400084,145.3
2321,400673,400147,10129.0
2322,400673,400292,4082.4
2323,400673,400429,2145.7
2324,400673,400673,0.0
2325,400673,400823,1608.1
2326,400673,400951,7723.5
2327,400673,401163,8421.2
2328,400673,401327,9229.8
2329,400673,401388,5821.3
2330,400673,401846,4349.8
2331,400673,401943,11029.3
2332,400673,402067,10836.2
2333,400673,403409,11690.3
2334,400673,403412,11045.5
2335,400673,403414,9310.5
2336,400673,403419,8566.6
2337,400673,404640,3347.6
2338,400673,407711,6792.4
2339,400677,400677,0.0
2340,400687,400069,8085.7
2341,400687,400104,10260.0
2342,400687,400149,9506.0
2343,400687,400172,11600.0
2344,400687,400206,9531.4
2345,400687,400274,10253.3
2346,400687,400296,11724.4
2347,400687,400372,8391.7
2348,400687,400528,10204.7
2349,400687,400567,9608.5
2350,400687,400581,2581.7
2351,400687,400586,11341.4
2352,400687,400643,6445.2
2353,400687,400687,0.0
2354,400687,400794,6557.9
2355,400687,400873,11947.3
2356,400687,400895,9660.7
2357,400687,400970,10131.9
2358,400687,401351,2936.5
2359,400687,402061,10156.8
2360,400687,402367,7232.1
2361,400687,402369,5464.6
2362,400687,404553,5087.8
2363,400687,404585,8723.2
2364,400687,404586,979.0
2365,400687,407323,8220.0
2366,400687,407348,10718.8
2367,400687,407352,7787.7
2368,400687,407360,8222.7
2369,400687,407361,9432.1
2370,400687,407364,10744.7
2371,400687,407367,7529.8
2372,400687,407372,11507.8
2373,400687,407374,9511.6
2374,400688,400185,7889.6
2375,400688,400222,3798.8
2376,400688,400507,7261.5
2377,400688,400688,0.0
2378,400688,400952,4455.5
2379,400688,401210,6229.7
2380,400688,404434,1461.9
2381,400688,404435,10947.9
2382,400690,400052,7579.9
2383,400690,400085,8161.2
2384,400690,400280,6474.8
2385,400690,400461,7906.8
2386,400690,400519,2161.0
2387,400690,400637,1876.0
2388,400690,400690,0.0
2389,400690,400750,10543.7
2390,400690,401495,6052.6
2391,400690,401555,6018.0
2392,400690,405613,6555.5
2393,400700,400059,2353.6
2394,400700,400280,11659.8
2395,400700,400519,7345.9
2396,400700,400637,7061.0
2397,400700,400700,0.0
2398,400700,400717,1933.1
2399,400700,400772,532.0
2400,400700,400792,1964.5
2401,400700,400934,1389.7
2402,400700,401495,11237.5
2403,400700,401555,11203.0
2404,400700,405613,11740.5
2405,400709,400030,8586.6
2406,400709,400045,6062.4
2407,400709,400065,8666.0
2408,400709,400073,10437.8
2409,400709,400088,11915.0
2410,400709,400100,5629.0
2411,400709,400122,6384.1
2412,400709,400246,10791.9
2413,400709,400258,9526.4
2414,400709,400278,9143.8
2415,400709,400298,5868.6
2416,400709,400414,6267.1
2417,400709,400499,10015.9
2418,400709,400508,10330.3
2419,400709,400560,8188.0
2420,400709,400709,0.0
2421,400709,400714,4129.1
2422,400709,400723,1113.0
2423,400709,400951,9640.8
2424,400709,400964,6754.1
2425,400709,401163,10172.4
2426,400709,401167,8455.0
2427,400709,401327,10981.0
2428,400709,401400,4032.4
2429,400709,401440,8908.2
2430,400709,401541,6839.6
2431,400709,401560,5239.3
2432,400709,401611,2952.4
2433,400709,401809,10046.5
2434,400709,401816,8679.3
2435,400709,401817,8692.2
2436,400709,401845,14201.2
2437,400709,401994,10453.5
2438,400709,402056,7593.4
2439,400709,402057,6743.1
2440,400709,402281,8451.5
2441,400709,402283,9255.2
2442,400709,402285,10058.8
2443,400709,402286,10864.9
2444,400709,402288,12394.9
2445,400709,402366,11452.7
2446,400709,403225,10015.8
2447,400709,403265,10064.0
2448,400709,403401,8877.6
2449,400709,403414,11061.8
2450,400709,403419,10317.9
2451,400709,404370,6387.8
2452,400709,404759,7773.3
2453,400709,405701,8568.0
2454,400709,407710,9837.7
2455,400709,408907,9271.6
2456,400709,408911,2258.3
2457,400709,414694,7551.3
2458,400713,400148,1928.4
2459,400713,400185,10950.2
2460,400713,400222,6859.3
2461,400713,400336,530.2
2462,400713,400464,2610.2
2463,400713,400485,1380.1
2464,400713,400507,10322.1
2465,400713,400688,3061.6
2466,400713,400713,0.0
2467,400713,400822,1953.2
2468,400713,400952,7516.1
2469,400713,401210,9290.3
2470,400713,404434,4522.5
2471,400713,404435,14008.4
2472,400714,400414,2140.5
2473,400714,400499,5889.3
2474,400714,400714,0.0
2475,400714,401400,96.6
2476,400714,401845,10074.6
2477,400715,400073,10001.2
2478,400715,400221,4647.7
2479,400715,400278,8707.3
2480,400715,400298,5521.2
2481,400715,400436,1888.3
2482,400715,400715,0.0
2483,400715,400832,10218.6
2484,400715,400951,8189.8
2485,400715,401163,8721.5
2486,400715,401327,9530.1
2487,400715,403329,1731.6
2488,400715,403414,9610.8
2489,400715,403419,8866.9
2490,400715,404370,4936.8
2491,400715,408907,7820.7
2492,400717,400059,420.5
2493,400717,400280,9726.7
2494,400717,400519,5412.8
2495,400717,400637,5127.9
2496,400717,400700,1933.1
2497,400717,400717,0.0
2498,400717,400772,1401.2
2499,400717,400792,3897.7
2500,400717,400934,3322.8
2501,400717,401495,9304.4
2502,400717,401555,9269.8
2503,400717,405613,9807.3
2504,400723,400045,8237.6
2505,400723,400065,9032.3
2506,400723,400073,9326.0
2507,400723,400088,14090.2
2508,400723,400100,4517.2
2509,400723,400122,8559.3
2510,400723,400258,9892.7
2511,400723,400278,8032.1
2512,400723,400298,4756.8
2513,400723,400414,5155.4
2514,400723,400499,8904.1
2515,400723,400560,7265.2
2516,400723,400709,5519.9
2517,400723,400714,3017.3
2518,400723,400723,0.0
2519,400723,400832,9543.4
2520,400723,400951,8529.0
2521,400723,400964,9244.5
2522,400723,401163,9060.6
2523,400723,401167,7791.7
2524,400723,401327,9869.2
2525,400723,401391,9990.9
2526,400723,401400,2920.7
2527,400723,401541,9014.8
2528,400723,401560,7643.8
2529,400723,401611,1840.7
2530,400723,401809,9383.2
2531,400723,401816,10240.8
2532,400723,401817,10253.7
2533,400723,401845,13089.5
2534,400723,402056,7959.7
2535,400723,402057,7109.4
2536,400723,402281,10626.7
2537,400723,402283,11430.4
2538,400723,402285,12234.0
2539,400723,402286,13040.1
2540,400723,402288,14570.1
2541,400723,403401,8214.4
2542,400723,403414,9950.0
2543,400723,403419,9206.1
2544,400723,404370,5276.0
2545,400723,404453,10219.6
2546,400723,404461,10206.6
2547,400723,404759,9858.1
2548,400723,405701,7904.8
2549,400723,407710,9174.4
2550,400723,408907,8159.9
2551,400723,408911,1146.5
2552,400723,414694,6888.1
2553,400743,400069,4743.4
2554,400743,400104,9571.2
2555,400743,400172,8257.7
2556,400743,400206,6189.1
2557,400743,400246,10183.7
2558,400743,400274,9564.5
2559,400743,400296,11035.6
2560,400743,400330,145.0
2561,400743,400372,5049.4
2562,400743,400435,1755.9
2563,400743,400545,483.3
2564,400743,400567,8919.7
2565,400743,400581,8651.6
2566,400743,400586,7999.1
2567,400743,400643,3102.9
2568,400743,400687,9904.9
2569,400743,400743,0.0
2570,400743,400794,3215.6
2571,400743,400873,11258.5
2572,400743,400895,6318.4
2573,400743,400904,1643.2
2574,400743,400964,9220.8
2575,400743,401351,9006.4
2576,400743,401994,9845.2
2577,400743,402366,10844.4
2578,400743,402367,3889.8
2579,400743,402369,2122.3
2580,400743,402371,998.8
2581,400743,404553,7104.1
2582,400743,404554,1224.3
2583,400743,404586,10883.9
2584,400750,400148,419.2
2585,400750,400185,13290.2
2586,400750,400222,9199.4
2587,400750,400336,1817.4
2588,400750,400461,2637.0
2589,400750,400464,4950.2
2590,400750,400485,3720.2
2591,400750,400507,12662.1
2592,400750,400688,5401.7
2593,400750,400713,2347.6
2594,400750,400750,0.0
2595,400750,400822,4293.2
2596,400750,400952,9856.1
2597,400750,401210,11630.4
2598,400750,404434,6862.5
2599,400750,404435,16348.5
2600,400760,400069,8851.5
2601,400760,400168,6003.0
2602,400760,400172,12365.8
2603,400760,400206,10297.2
2604,400760,400227,1148.2
2605,400760,400246,4492.4
2606,400760,400353,3371.3
2607,400760,400372,9157.5
2608,400760,400586,12107.2
2609,400760,400760,0.0
2610,400760,400790,6244.6
2611,400760,400895,10426.5
2612,400760,400911,825.9
2613,400760,401994,4154.0
2614,400760,401996,7886.1
2615,400760,401997,8804.1
2616,400760,402366,5153.2
2617,400760,402367,7997.9
2618,400760,402368,6919.5
2619,400760,402370,7676.8
2620,400760,404521,3194.1
2621,400760,404522,10264.2
2622,400760,404553,10331.5
2623,400772,400059,1821.6
2624,400772,400280,11127.8
2625,400772,400519,6814.0
2626,400772,400637,6529.0
2627,400772,400700,532.0
2628,400772,400717,1401.2
2629,400772,400772,0.0
2630,400772,400792,2496.5
2631,400772,400934,1921.7
2632,400772,401495,10705.6
2633,400772,401555,10671.0
2634,400772,405613,11208.5
2635,400790,400069,8678.2
2636,400790,400149,9714.7
2637,400790,400168,241.6
2638,400790,400172,12192.5
2639,400790,400206,10123.9
2640,400790,400372,8984.2
2641,400790,400581,7430.3
2642,400790,400586,11933.9
2643,400790,400643,7037.7
2644,400790,400790,0.0
2645,400790,400794,7150.3
2646,400790,400895,10253.2
2647,400790,400970,10340.6
2648,400790,401351,7785.1
2649,400790,401507,7588.5
2650,400790,401534,6200.4
2651,400790,401948,6816.6
2652,400790,401996,1643.0
2653,400790,401997,2561.0
2654,400790,401998,4886.2
2655,400790,402367,7824.5
2656,400790,402368,676.4
2657,400790,402369,6057.1
2658,400790,402370,1433.7
2659,400790,402372,5340.0
2660,400790,404522,4021.1
2661,400790,404553,5680.3
2662,400790,404585,8931.9
2663,400790,407323,8428.7
2664,400790,407374,9720.3
2665,400792,400059,4318.1
2666,400792,400280,13624.4
2667,400792,400519,9310.5
2668,400792,400637,9025.5
2669,400792,400700,1964.5
2670,400792,400717,3897.7
2671,400792,400772,2496.5
2672,400792,400792,0.0
2673,400792,400934,574.8
2674,400792,401495,13202.1
2675,400792,401555,13167.5
2676,400792,405613,13705.0
2677,400794,400030,9272.2
2678,400794,400045,10509.5
2679,400794,400069,1529.8
2680,400794,400104,10432.3
2681,400794,400109,9842.9
2682,400794,400168,8627.4
2683,400794,400172,5044.1
2684,400794,400206,2975.5
2685,400794,400246,7116.8
2686,400794,400274,10425.5
2687,400794,400296,11896.7
2688,400794,400372,1835.8
2689,400794,400394,8644.8
2690,400794,400479,8797.9
2691,400794,400567,9780.8
2692,400794,400586,4785.5
2693,400794,400643,112.7
2694,400794,400790,8869.0
2695,400794,400794,0.0
2696,400794,400873,12119.6
2697,400794,400895,3104.8
2698,400794,400922,8939.6
2699,400794,400964,6007.2
2700,400794,401440,9593.8
2701,400794,401994,6778.4
2702,400794,401996,10510.5
2703,400794,401997,11428.5
2704,400794,402284,10600.8
2705,400794,402365,8032.9
2706,400794,402366,7777.6
2707,400794,402367,676.2
2708,400794,402368,9543.9
2709,400794,402369,9741.0
2710,400794,402370,10301.2
2711,400794,404553,9364.2
2712,400799,400100,8700.8
2713,400799,400298,8940.4
2714,400799,400414,9470.2
2715,400799,400709,10595.1
2716,400799,400714,7332.2
2717,400799,400799,0.0
2718,400799,400953,420.0
2719,400799,401167,4640.6
2720,400799,401400,7235.5
2721,400799,401810,743.1
2722,400799,401942,2031.1
2723,400799,404370,9459.6
2724,400799,405701,4753.7
2725,400799,407710,6023.4
2726,400799,413877,2224.5
2727,400799,413878,1176.7
2728,400799,414284,1901.8
2729,400799,414694,3737.0
2730,400804,400227,10083.5
2731,400804,400246,13427.7
2732,400804,400353,12306.6
2733,400804,400400,887.6
2734,400804,400668,2681.6
2735,400804,400760,8937.9
2736,400804,400804,0.0
2737,400804,400863,7614.3
2738,400804,400911,8112.0
2739,400804,400965,5303.9
2740,400804,400996,2062.6
2741,400804,401890,1032.9
2742,400804,401908,112.9
2743,400804,401994,13089.2
2744,400804,402359,903.7
2745,400804,402361,64.6
2746,400804,402362,3301.9
2747,400804,402364,6730.2
2748,400804,402366,14088.5
2749,400804,404521,12129.4
2750,400804,404753,6157.1
2751,400822,400185,8999.0
2752,400822,400222,4908.2
2753,400822,400464,659.0
2754,400822,400485,573.0
2755,400822,400507,8370.9
2756,400822,400688,1110.5
2757,400822,400822,0.0
2758,400822,400952,5564.9
2759,400822,401210,7339.2
2760,400822,404434,2571.3
2761,400822,404435,12057.3
2762,400823,400084,1753.3
2763,400823,400147,11737.0
2764,400823,400292,5690.5
2765,400823,400429,3753.8
2766,400823,400673,1608.1
2767,400823,400823,0.0
2768,400823,400951,9331.6
2769,400823,401163,10029.2
2770,400823,401327,10837.8
2771,400823,401388,7429.3
2772,400823,401846,2741.7
2773,400823,401943,12637.4
2774,400823,402067,12444.2
2775,400823,403409,13298.3
2776,400823,403412,12653.5
2777,400823,403414,10918.6
2778,400823,403419,10174.7
2779,400823,404640,1739.5
2780,400823,407711,8400.4
2781,400828,400059,12690.0
2782,400828,400097,2813.1
2783,400828,400209,2936.2
2784,400828,400213,7276.3
2785,400828,400222,14099.4
2786,400828,400436,10714.2
2787,400828,400582,3474.4
2788,400828,400648,629.9
2789,400828,400688,10301.7
2790,400828,400700,10346.0
2791,400828,400717,12279.2
2792,400828,400772,10878.0
2793,400828,400792,8381.5
2794,400828,400828,0.0
2795,400828,400907,7723.1
2796,400828,400934,8956.3
2797,400828,401224,1034.3
2798,400828,403329,10557.4
2799,400828,404434,11762.5
2800,400828,404444,5814.3
2801,400832,400832,0.0
2802,400837,400236,2764.0
2803,400837,400563,2778.5
2804,400837,400654,747.6
2805,400837,400837,0.0
2806,400837,400916,2197.0
2807,400837,400995,1322.7
2808,400837,401816,8843.6
2809,400837,401817,8856.5
2810,400837,402059,4229.5
2811,400837,404453,754.4
2812,400837,404461,741.4
2813,400837,409524,5740.6
2814,400837,409525,7557.2
2815,400837,409526,8153.0
2816,400837,409528,7544.4
2817,400837,409529,8140.3
2818,400842,400052,2320.1
2819,400842,400085,2901.4
2820,400842,400148,5696.3
2821,400842,400280,1215.1
2822,400842,400336,7094.6
2823,400842,400461,2647.0
2824,400842,400485,8997.3
2825,400842,400519,4868.5
2826,400842,400637,4583.6
2827,400842,400690,2813.3
2828,400842,400713,7624.8
2829,400842,400750,5284.0
2830,400842,400822,9570.3
2831,400842,400842,0.0
2832,400842,400916,10068.5
2833,400842,400995,9194.2
2834,400842,401495,726.0
2835,400842,401555,691.4
2836,400842,401957,9939.5
2837,400842,401958,9952.9
2838,400842,404453,8625.9
2839,400842,404461,8612.9
2840,400842,405613,1295.7
2841,400863,400069,10174.9
2842,400863,400168,7326.4
2843,400863,400227,2471.6
2844,400863,400246,5815.9
2845,400863,400353,4694.7
2846,400863,400372,10480.9
2847,400863,400760,1326.1
2848,400863,400790,7568.1
2849,400863,400863,0.0
2850,400863,400911,500.2
2851,400863,401994,5477.4
2852,400863,401996,9209.6
2853,400863,401997,10127.6
2854,400863,402364,884.0
2855,400863,402366,6476.6
2856,400863,402367,9321.3
2857,400863,402368,8242.9
2858,400863,402370,9000.2
2859,400863,404521,4517.6
2860,400869,400069,10716.9
2861,400869,400097,15450.6
2862,400869,400149,6480.1
2863,400869,400209,9701.3
2864,400869,400372,11022.9
2865,400869,400528,1654.0
2866,400869,400581,9947.2
2867,400869,400643,9276.7
2868,400869,400648,12007.6
2869,400869,400794,9389.3
2870,400869,400828,12637.5
2871,400869,400869,0.0
2872,400869,400970,8975.8
2873,400869,401224,13671.8
2874,400869,401351,10302.0
2875,400869,402061,5342.5
2876,400869,402367,9863.3
2877,400869,402369,8296.1
2878,400869,404553,7919.3
2879,400869,404585,7567.1
2880,400869,407323,8190.6
2881,400869,407348,2168.1
2882,400869,407352,2973.4
2883,400869,407360,3408.5
2884,400869,407361,4617.8
2885,400869,407364,5930.5
2886,400869,407367,2715.6
2887,400869,407370,7995.7
2888,400869,407372,6693.5
2889,400869,407373,7478.5
2890,400869,407374,961.0
2891,400873,400030,9398.7
2892,400873,400096,5852.4
2893,400873,400104,1687.3
2894,400873,400158,2640.5
2895,400873,400201,4971.1
2896,400873,400246,10406.6
2897,400873,400274,8240.1
2898,400873,400296,222.9
2899,400873,400449,4325.4
2900,400873,400567,9573.7
2901,400873,400687,8580.6
2902,400873,400873,0.0
2903,400873,400964,9006.0
2904,400873,400971,8196.5
2905,400873,401014,2863.8
2906,400873,401440,9720.3
2907,400873,401994,10068.2
2908,400873,402121,6883.2
2909,400873,402282,6408.3
2910,400873,402284,5610.0
2911,400873,402366,11067.4
2912,400873,404586,9559.5
2913,400873,404759,8585.4
2914,400873,407184,5418.7
2915,400873,407185,6176.9
2916,400873,407186,9617.3
2917,400873,407187,10859.6
2918,400873,407190,7110.8
2919,400873,407191,7658.8
2920,400873,407200,8763.6
2921,400873,413845,3534.0
2922,400895,400030,6174.7
2923,400895,400045,7412.1
2924,400895,400065,11642.3
2925,400895,400088,13264.7
2926,400895,400109,6745.5
2927,400895,400122,7733.8
2928,400895,400160,9907.0
2929,400895,400172,1939.3
2930,400895,400206,129.3
2931,400895,400253,8650.4
2932,400895,400258,12502.8
2933,400895,400394,5547.4
2934,400895,400479,5700.4
2935,400895,400508,7918.4
2936,400895,400586,1680.7
2937,400895,400709,8906.9
2938,400895,400714,13034.9
2939,400895,400723,10018.9
2940,400895,400895,0.0
2941,400895,400922,5842.2
2942,400895,400964,12233.9
2943,400895,401400,12938.3
2944,400895,401440,6496.3
2945,400895,401541,8189.2
2946,400895,401560,11251.8
2947,400895,401611,11858.3
2948,400895,401816,8781.1
2949,400895,401817,8794.0
2950,400895,401891,10615.7
2951,400895,401906,11740.4
2952,400895,402056,10569.7
2953,400895,402057,9719.5
2954,400895,402281,9801.2
2955,400895,402283,10604.9
2956,400895,402285,11408.5
2957,400895,402286,12214.6
2958,400895,402288,13744.6
2959,400895,402360,12547.1
2960,400895,402363,8360.1
2961,400895,402365,4935.4
2962,400895,403225,7603.9
2963,400895,403265,7652.1
2964,400895,404759,9123.0
2965,400895,408911,11164.1
2966,400904,400069,3104.3
2967,400904,400104,7932.1
2968,400904,400109,11417.5
2969,400904,400168,10055.2
2970,400904,400172,6618.6
2971,400904,400206,4550.0
2972,400904,400246,8544.6
2973,400904,400274,7925.4
2974,400904,400296,9396.5
2975,400904,400330,1498.1
2976,400904,400372,3410.3
2977,400904,400394,10219.4
2978,400904,400479,10372.4
2979,400904,400567,7280.6
2980,400904,400581,7012.5
2981,400904,400586,6360.0
2982,400904,400643,1463.8
2983,400904,400687,8265.8
2984,400904,400790,10296.8
2985,400904,400794,1576.5
2986,400904,400873,9619.4
2987,400904,400895,4679.3
2988,400904,400904,0.0
2989,400904,400922,10514.2
2990,400904,400964,7581.7
2991,400904,400970,11556.1
2992,400904,401351,7367.3
2993,400904,401994,8206.1
2994,400904,402365,9607.4
2995,400904,402366,9205.4
2996,400904,402367,2250.7
2997,400904,402369,483.2
2998,400904,402371,644.4
2999,400904,404553,5465.0
3000,400904,404585,10147.4
3001,400904,404586,9244.8
3002,400904,407323,9473.1
3003,400907,400059,4967.3
3004,400907,400278,10327.4
3005,400907,400298,7141.3
3006,400907,400519,9959.7
3007,400907,400637,9674.7
3008,400907,400649,9160.9
3009,400907,400690,10203.4
3010,400907,400700,2623.3
3011,400907,400715,9709.2
3012,400907,400717,4556.5
3013,400907,400772,3155.3
3014,400907,400792,658.8
3015,400907,400907,0.0
3016,400907,400934,1233.6
3017,400907,403329,11440.3
3018,400907,404370,7511.7
3019,400907,404434,9390.8
3020,400907,408907,10395.6
3021,400911,400069,9677.4
3022,400911,400168,6828.9
3023,400911,400172,13191.7
3024,400911,400206,11123.1
3025,400911,400227,1974.1
3026,400911,400246,5318.3
3027,400911,400353,4197.2
3028,400911,400372,9983.4
3029,400911,400586,12933.1
3030,400911,400760,825.9
3031,400911,400790,7070.5
3032,400911,400895,11252.4
3033,400911,400911,0.0
3034,400911,401994,4979.8
3035,400911,401996,8712.0
3036,400911,401997,9630.0
3037,400911,402366,5979.1
3038,400911,402367,8823.7
3039,400911,402368,7745.3
3040,400911,402370,8502.6
3041,400911,404521,4020.0
3042,400911,404522,11090.1
3043,400911,404553,11157.4
3044,400916,400236,569.1
3045,400916,400563,583.6
3046,400916,400916,0.0
3047,400916,401816,6648.7
3048,400916,401817,6661.6
3049,400916,402059,2034.6
3050,400916,409524,3545.7
3051,400916,409525,5362.3
3052,400916,409526,5958.1
3053,400916,409528,5349.5
3054,400916,409529,5945.4
3055,400922,400109,903.3
3056,400922,400160,4070.8
3057,400922,400394,294.8
3058,400922,400400,12134.7
3059,400922,400668,13928.7
3060,400922,400804,11247.1
3061,400922,400922,0.0
3062,400922,400996,13309.7
3063,400922,401890,12280.0
3064,400922,401891,4779.6
3065,400922,401906,5904.3
3066,400922,401908,11134.2
3067,400922,402359,10343.3
3068,400922,402360,6710.9
3069,400922,402361,11311.6
3070,400922,402362,14548.9
3071,400922,402363,2523.9
3072,400934,400059,3743.3
3073,400934,400280,13049.5
3074,400934,400519,8735.7
3075,400934,400637,8450.7
3076,400934,400700,1389.7
3077,400934,400717,3322.8
3078,400934,400772,1921.7
3079,400934,400792,574.8
3080,400934,400934,0.0
3081,400934,401495,12627.3
3082,400934,401555,12592.7
3083,400934,405613,13130.2
3084,400951,400030,8116.8
3085,400951,400045,5592.6
3086,400951,400065,8289.8
3087,400951,400088,11445.2
3088,400951,400100,9211.9
3089,400951,400122,5914.3
3090,400951,400147,2406.1
3091,400951,400258,9150.2
3092,400951,400298,9451.5
3093,400951,400414,10815.5
3094,400951,400508,9860.5
3095,400951,400709,4549.5
3096,400951,400714,8677.5
3097,400951,400723,5661.4
3098,400951,400951,0.0
3099,400951,400964,8678.3
3100,400951,401167,8727.5
3101,400951,401400,8580.8
3102,400951,401440,8438.4
3103,400951,401541,6369.8
3104,400951,401560,4769.5
3105,400951,401611,7500.8
3106,400951,401809,10070.8
3107,400951,401816,8626.2
3108,400951,401817,8639.1
3109,400951,402056,7217.2
3110,400951,402057,6366.9
3111,400951,402281,7981.8
3112,400951,402283,8785.5
3113,400951,402285,9589.0
3114,400951,402286,10395.1
3115,400951,402288,11925.2
3116,400951,403225,9546.0
3117,400951,403265,9594.2
3118,400951,403401,9150.1
3119,400951,404370,9970.7
3120,400951,404759,7303.6
3121,400951,405701,8840.5
3122,400951,407710,10110.2
3123,400951,408911,6806.7
3124,400951,414694,7823.8
3125,400952,400174,15435.4
3126,400952,400185,3434.1
3127,400952,400507,2806.0
3128,400952,400952,0.0
3129,400952,401210,1774.3
3130,400952,401507,16952.0
3131,400952,402060,10104.0
3132,400952,404435,6492.4
3133,400952,407321,7453.1
3134,400952,407325,13202.3
3135,400952,407328,12487.1
3136,400952,407331,7687.1
3137,400952,407332,15838.2
3138,400952,407335,12034.6
3139,400952,407336,10829.5
3140,400952,407337,9685.3
3141,400952,407339,9508.4
3142,400952,407341,8746.1
3143,400952,407342,12695.9
3144,400952,407344,7141.6
3145,400953,400100,8280.8
3146,400953,400298,8520.3
3147,400953,400414,9050.2
3148,400953,400709,10175.0
3149,400953,400714,6912.2
3150,400953,400799,420.0
3151,400953,400953,0.0
3152,400953,401167,4220.6
3153,400953,401400,6815.5
3154,400953,401810,323.1
3155,400953,401942,1611.1
3156,400953,404370,9039.6
3157,400953,405701,4333.7
3158,400953,407710,5603.3
3159,400953,413877,1804.4
3160,400953,413878,756.7
3161,400953,414284,1481.8
3162,400953,414694,3317.0
3163,400964,400964,0.0
3164,400965,400168,9640.7
3165,400965,400227,4785.9
3166,400965,400246,8130.1
3167,400965,400353,7009.0
3168,400965,400760,3640.3
3169,400965,400790,9882.3
3170,400965,400863,2316.7
3171,400965,400911,2814.4
3172,400965,400965,0.0
3173,400965,401994,7791.6
3174,400965,401996,11523.8
3175,400965,401997,12441.8
3176,400965,402364,1432.6
3177,400965,402366,8790.9
3178,400965,402368,10557.1
3179,400965,402370,11314.4
3180,400965,404521,6831.8
3181,400965,404753,853.2
3182,400970,400069,8546.4
3183,400970,400104,3831.1
3184,400970,400158,8153.7
3185,400970,400168,9893.4
3186,400970,400172,12060.7
3187,400970,400201,10484.3
3188,400970,400206,9992.1
3189,400970,400246,8382.8
3190,400970,400274,3824.9
3191,400970,400296,5295.5
3192,400970,400372,8852.4
3193,400970,400449,9838.6
3194,400970,400567,3179.6
3195,400970,400581,6744.1
3196,400970,400586,11802.1
3197,400970,400643,8785.9
3198,400970,400687,4165.4
3199,400970,400790,10135.0
3200,400970,400794,8898.5
3201,400970,400873,5518.4
3202,400970,400895,10121.4
3203,400970,400964,9101.0
3204,400970,400970,0.0
3205,400970,400973,2305.2
3206,400970,401014,8377.0
3207,400970,401351,7098.8
3208,400970,401994,8044.3
3209,400970,401996,11776.5
3210,400970,401997,12694.5
3211,400970,402284,11123.2
3212,400970,402366,9043.6
3213,400970,402367,7692.8
3214,400970,402368,10809.8
3215,400970,402369,7805.3
3216,400970,402370,11567.1
3217,400970,404553,7021.8
3218,400970,404585,1408.6
3219,400970,404586,5144.3
3220,400970,407184,10931.9
3221,400970,407185,11690.1
3222,400970,407190,12623.9
3223,400970,407191,13172.0
3224,400970,413845,9047.2
3225,400971,400030,1205.7
3226,400971,400045,2443.1
3227,400971,400065,6673.3
3228,400971,400088,8295.7
3229,400971,400100,9565.8
3230,400971,400122,2764.8
3231,400971,400253,3681.4
3232,400971,400258,7533.8
3233,400971,400298,9805.4
3234,400971,400414,10204.0
3235,400971,400508,2949.4
